"Nom_poste","Contrat","Description","Salaire","Experience","Entreprise"
"DATA INGENIEUR (H/F)","CDI

Contrat travail","ACTIVITES PRINCIPALES :

1. Gouvernance des données
- Mettre en place et maintenir les règles de gouvernance des données : garantir la qualité, la sécurité, et la conformité des données selon les normes internes et les réglementations (ex. : RGPD).
- Assurer la gestion des accès et des droits aux données, afin que les utilisateurs métiers puissent accéder aux informations pertinentes tout en respectant les règles de sécurité.
- Documenter et communiquer les politiques de gestion des données à travers l'organisation pour garantir une utilisation cohérente et conforme des données.

2. Exploitation et gestion de l'entrepôt de données
- Gérer l'entrepôt de données centralisé, garantissant que les données sont organisées, accessibles et optimisées pour répondre aux besoins des utilisateurs métiers.
- Surveiller et améliorer la performance de l'entrepôt de données, en optimisant les requêtes, en gérant les partitions et en veillant à l'intégrité des données stockées.
- Coordonner l'intégration des données entre les différents systèmes au sein de l'entrepôt, pour assurer une vision unifiée des données.
- Concevoir et développer des cubes de données en collaborant avec le Data Analyst dans l'entrepôt de données afin d'optimiser les analyses métiers. Ces cubes permettront une structuration des données adaptée aux besoins d'analyse et aux indicateurs de performance définis par les métiers.

3. Développement et mise en place de flux ETL
- Concevoir et développer des flux ETL pour automatiser l'intégration des données dans l'entrepôt à partir de diverses sources internes et externes, tout en assurant leur nettoyage, transformation et chargement.
- Chaque flux de données devra être géré via des processus ETL pour garantir que toutes les données transitent par le centre de données centralisateur.
- Développer des interfaces via des ETL ou des scripts pour connecter les API externes (par exemple, se connecter à des bases de données externes ou des services d'opendata), permettant d'enrichir les données internes de l'organisation.
- Travailler sur des développements spécifiques pour traiter des cas plus complexes comme des agrégations de données, des fusions de sources de données multiples, ou des calculs avancés en fonction des règles métiers.

4. Maintenance et suivi des flux de données
- Surveiller les performances des pipelines ETL et des flux de données en temps réel pour s'assurer qu'ils fonctionnent de manière optimale.
- Mettre en place des systèmes de monitoring pour détecter les éventuelles erreurs dans les flux et les corriger rapidement, afin de garantir la continuité des opérations et la fiabilité des données.
- Maintenir la documentation technique pour chaque flux ETL mis en place, facilitant ainsi la maintenance et l'évolution des processus.

5. Veille technologique et innovation
- Effectuer une veille technologique sur les nouvelles solutions et outils de gestion des données (Big Data, Cloud, Data Lakes) et proposer des évolutions pertinentes pour anticiper les futurs besoins.


- RTT
- Carte ticket Restaurant
- Mutuelle & Prévoyance d entreprise
- CSE

Ce poste peut être basé à Mulhouse, Nancy, Metz, Reims ou Épinal","Salaire brut : Annuel de 35000.0 Euros à 43000.0 Euros sur 13.0 mois
Chèque repas
Mutuelle","3 An(s) - à un poste identique","CCI 57 METZ CHAPTAL"
"DATA Engineer H/F (H/F)","CDI

Contrat travail","L'environnement du poste 

Avec ton équipe, tu seras amené à travailler sur des projets liés au traitement de la donnée, de son extraction, à sa qualification et transformation jusqu'à sa présentation avec des outils de datavisualisation.

Tu travailles également en relation avec notre service de développement, ainsi que notre service administration systèmes & réseaux pour la partie infrastructure et sécurité.



Les missions sur lesquelles tu vas évolué :

 *  Rédaction des dossiers d'études, de la documentation associée à tes réalisations.
 *  Définition et mise en place de modèles de données avec sa sécurité d'accès
 *  Développement, maintenance, optimisation de traitements de nettoyage et chargement base de données
 *  Contrôle de la qualité de la donnée et de son automatisation
 *  Mise en place de flux de données permettant la synchronisation de nos applications
 *  Assistance de nos designer BI et conception de tableaux de bord BI



Les principales technologies sur lesquelles tu interviendras :

- Base de données : PostgreSQL, MongoDB, SQL Server, MySQL

- ESB/EAI : WSO2

- ETL : SSIS, Talend

- Datavisualisation : Biwee, Power BI

- Langages : PL/pgSQL, Java, Python, PowerShell



Les conditions de travail 

Notre cabinet s'inscrit dans les modèles actuels permettant de favoriser un travail en équipe, en mode collaboratif pour permettre aux collaborateurs de travailler conjointement afin de mutualiser leurs compétences.

Les conditions salariales 

 * Rémunération attractive avec revalorisation annuelle ;
 * Prime d'intéressement et de participation ;
 * Prime de mobilité de 400€ nets par an pour aider au pouvoir d'achat ;
 * CSE (voyage, chèques vacances, chèques cadeaux.);
 * Annualisation du temps de travail pour les non cadres (4,5 jours ou 4 jours / 5 jours) ;
 * Horaires flexibles et télétravail ;
 * Convention annuelle pour l'ensemble des collaborateurs ;
 * Moments de convivialité (repas, petits-déjeuners, activités de cohésion lors des séminaires.).

Les perspectives d'évolution 

Nous favorisons une évolution rapide et des opportunités au sein de notre cabinet.

Ce que nous recherchons 

Titulaire d'un Master en Data ingénieur ou architecte Data, tu as une première expérience réussie de 3 ans minimum sur le développement des flux de connexions inter-applicatifs et traitement de la donnée.

Tu es organisé et tu sais communiquer avec les collaborateurs et les parties prenantes d'un projet. Tu aimes le travail en équipe et la collaboration, et tu es force de proposition et rigoureux.

Tu es méthodique avec une bonne capacité pour analyser une problématique afin d'y apporter la meilleure solution.

Tu as une appétence pour la donnée et es toujours en veille sur le domaine.

Emploi ouvert aux personnes en situation de handicap.

Quelques mots sur notre process de recrutement 

 * Toutes les candidatures reçues seront étudiées.
 * Si vous êtes présélectionné(e) Hanitra ou Julie, nos deux chargées de recrutement, seront ravies d'échanger avec vous. 
 * S'en suivra un entretien avec les managers
 * Si ça matche une proposition d'embauche vous sera adressée. 

Tu as envie de rejoindre notre DSI ? Rien de plus simple, pour postuler c'est par ici","Salaire brut : Annuel de 34000.0 Euros à 38000.0 Euros sur 12.0 mois","3 An(s)","COMPAGNIE FIDUCIAIRE"
"DATA ANALYST (H/F)","CDI

Contrat travail","EPITECH, expert en recrutement, recherche pour l'un de ses clients, 1 DATA ANALYST H/F.

 Rôle & Mission

Fort de son expertise, notre client spécialisé dans le recyclage des pneus usagés, joue un rôle clé dans la transition vers une économie circulaire, en contribuant à un recyclage efficace et durable des pneumatiques. Son objectif principal est de réduire l'impact environnemental de ces produits en assurant leur traitement de manière responsable et écologique.

 

Afin de renforcer et d'élargir leur équipe, vous serez sous la direction du Manager opérationnel ERP. Le DATA ANALYST H/F sera en charge des missions suivantes :

       - Responsable de l'administration, de la gestion et de l'exploitation des données de l'entreprise, principalement via leur propre outil de base de données
       - Saisir, mettre à jour et assurer l'exactitude des données dans le système d'information.
       - Travailler en collaboration avec les distributeurs, les prestataires et les équipes internes.
       - Superviser la gestion administrative des contrats, des tarifs et des volumes expédiés
       - Fournir un reporting régulier à votre Manager

Cette liste n'est pas exhaustive.

 

 Profil recherché

Titulaire d'un BAC+4/5 en gestion de base de données, administration, informatique idéalement dans l'industrie ou la logistique. Vous bénéficiez de 3 ans d'expériences minimum sur un poste similaire et maîtrisez parfaitement les outils informatiques et logiciels bureautiques et disposer d'une solide expérience.  De plus, vous avez des compétences en reporting et en analyse de données.

Vous faite preuve d'une excellente organisation, de rigueur et d'une grande capacité à travailler en autonomie.

 

Avantages

      - 1 jour de télétravail/semaine (vendredi)
      - Ticket restaurants
      - Prime de vacances conventionnelle
      - PEE et PERCO avec abondement","Salaire brut : Annuel de 32000.0 Euros à 34000.0 Euros sur 12.0 mois","3 An(s)","EPITECH 21"
"Data Analyst E-commerce H/F (75) (H/F)","CDI

Contrat travail","AKTISEA est une entreprise adaptée spécialisée dans l'accompagnement des entreprises vers plus d'inclusion, en les aidant notamment dans le recrutement de candidats Bénéficiaires de l'Obligation d'Emploi des Travailleurs Handicapés (BOETH).

Notre vocation : prouver que handicap et performance sont deux notions conciliables.

Nous recherchons pour le compte de notre client, spécialisé dans la bijouterie et de l'horlogerie, un Data Analyst E-commerce H/F.

Ce poste est à pouvoir à Paris 8.

Rattaché(e) au pôle CRM, Data Analyse & Projets Transverses, et en étroite collaboration avec l'équipe e-commerce, vos principales missions seront réparties ainsi :
1/ Analyse et reporting :
Produire et recommander les analyses de performance commerciale au day-to-day et sur demandes spécifiques des experts métiers (e-merch, SEO.)
Élaborer les dashboards/alertings sur demandes business sur les différents outils (Didomi, GA-Big Query/Wizaly/Content Square/ Looker Studio/Power BI/Tableau.)
Être force de proposition sur l'évolution et l'enrichissement des analyses et indicateurs

2/Optimisation du taux de conversion e-commerce :
Définir les besoins de tracking liés aux évolutions fonctionnelles des sites e-commerce (en lien avec l'équipe Digital Factory)
Assurer la bonne collecte des données dans les outils en lien avec les équipes BI / CRM / Digital Factory
Faire des REX systématiques de l'efficacité des évolutions
Participer à la construction de la roadmap d'AB tests en collaboration avec l'équipe e-commerce et Digital Factory
Optimisation de l'expérience client sur notre Consent Management Platform Didomi (Look & Feel, integration de nouveaux partenaires, conformité) en lien avec notre agence partenaire

3/ Data :
Participer à l'écriture de la roadmap des use cases Data (GCP/Snowflake) en lien avec notre équipe BI et notre agence partenaire
Assurer la gouvernance des données dans GCP
Être le référent GCP en interne pour nos équipes BI (sur toutes les géographies)

 4/ Leadership & Pédagogie :
Piloter nos prestataires externes (Content square, Jellyfish .).
Veille concurrentielle en matière de technologies de tracking et de web analyse
Animer les comités de pilotage Data Analyse E-commerce France
Partager les best practices entre pairs avec nos filiales en Italie et en Allemagne
Formation des équipes aux nouvelles fonctionnalités et outils

Titulaire d'un BAC+5, vous avez 5 ans minimum d'expérience en webanalyse, idéalement sur des sites e-commerçants à forte audience dans le retail.
Vous avez de fortes capacités analytiques avec une attention portée aux détails, et êtes orienté(e) résultats.
Doté(e) d'une aisance rédactionnelle, vous savez produire des analyses en toute autonomie.
Vos compétences en communication vous permettent de les restituer ensuite, à la fois de façon synthétique, pédagogique et en vue d'optimisations efficaces.
Vous êtes curieux(se) et passionné(e) de data, de CRO et d'analytics et avez à cœur de faire de ces sujets des moteurs de la performance de l'entreprise.
Vous maîtrisez les suites Office et Google ainsi que les outils de webanalyse du marché.
Une bonne culture de Tableau et/ou Power BI serait appréciée.
Enfin, dans un contexte international, vous savez interagir en anglais, notamment sur des problématiques techniques liées à la webanalyse et à la datavisualisation.

Package :
Salaire fixe + variable
Intéressement/participation
Titre de transport
Mutuelle
RTT
2 j de Télétravail possibles par semaine

A compétences égales, la priorité sera donnée aux personnes bénéficiaires de l'obligation d'emploi (loi du 11 février 2005).","Salaire brut : N/C","5 An(s)","AKTISEA"
"Technicien data center // Dunkerque (H/F)","Intérim - 4 Mois

Contrat travail","Offre d'emploi : Technicien de Support Data Center

Localisation : Dunkerque
Type de contrat : Mission temporaire (quelques mois)

Missions principales :
En tant que technicien de support, vous serez en charge des missions suivantes :
- Installation et customisation des serveurs : Garantir la bonne installation, les upgrades et la customisation des serveurs non livrés.
- Préparation des baies : Préparer les baies pour l'accueil de nouveaux serveurs, en respectant les normes et les procédures établies.
- Câblage réseau : Câbler le réseau des serveurs dans une baie conformément au plan de câblage prédéfini.
- Mise en service : Mettre en service de nouveaux serveurs non livrés et contrôler la qualité du produit fini.
- Gestion des serveurs : Racker et déracker les serveurs non livrés, assurer une qualité d'exécution exemplaire lors de ces opérations.
- Upgrades et customisation : Effectuer des upgrades (changement de composants obsolètes) en fonction des évolutions de la gamme et customiser les serveurs selon les commandes clients.
- Transmission d'informations : Assurer la fluidité de la communication entre les différentes équipes du data-centre.
- Maintenance : Maintenir les serveurs non livrés, garantir un suivi de la maintenance curative et diagnostiquer les pannes en réalisant des tests et analyses rigoureux.
- Amélioration continue : Contribuer à l'amélioration continue du service en répondant aux exigences définies dans le système de management de la qualité.

Profil recherché :
- Titulaire d'un diplôme en informatique, réseaux ou une expérience équivalente.
- Expérience préalable dans un environnement Data Center ou support technique est souhaitable.
- Compétences en câblage réseau et mise en service de serveurs.
- Rigueur, autonomie et sens de l'organisation.
- Capacité à diagnostiquer des pannes et à proposer des solutions.
- Bon esprit d'équipe et capacité à communiquer efficacement.","Salaire brut : Annuel de 24000.0 Euros à 28000.0 Euros sur 12.0 mois","12 Mois",""
"Data analyst (H/F)","CDI

Contrat travail","Nous recherchons actuellement un/une data analyst pour notre société Sofidek situé à Enghien les Bains.

Principal actions : Collecte, nettoie, organise et analyse de grandes quantités de données dans le but de fournir des informations pertinentes et exploitables pour notre entreprise.","Salaire brut : Mensuel de 2700.0 Euros sur 12.0 mois","12 Mois","SOFIDEK"
"Data Steward Pharma R&D Senior (H/F)","CDI

Contrat travail","Cognizant est une entreprise d'exception par sa rapide croissance et son environnement international et innovant ! De nombreuses opportunités s'offrent aux professionnels comme vous, qui ont l'esprit d'entreprise et veulent faire la différence. 
En collaboration avec vos collègues du monde entier, vous contribuerez à la création de solutions pour les plus grandes entreprises, afin de les aider à devenir plus flexibles, plus innovantes et plus performantes. Voici votre chance de participer à une véritable Success Story ! 

À propos du poste 
Cognizant est particulièrement présent dans l'industrie du Life Sciences. Nous sommes partenaires stratégiques de nombreux laboratoires leaders mondiaux, avec lesquels nous travaillons sur des projets data extrêmement pointus. 
En tant que Data Steward Pharma R&D Senior, vous interviendrez chez nos clients Life Sciences afin de les aider à gouverner et gérer leurs jeux de données, parfois en relation étroite avec des data scientists pour lesquels vous contribuerez à la préparation de jeux de données biomédicales. Vos activités incluront typiquement :
- Administration fonctionnelle des applications, gestion des données, revue de la qualité des données et intégrité des données
- Analyser et affiner les besoins avec le client en termes de données pré-cliniques
- Être garant des spécifications des formats de données, des objectifs de Data Quality pour l'intégration des données in vitro/in vivo dans une application client
- Veiller à la bonne documentation des données dans les outils de catalogage
- Mener des études de profilage des données
- Procéder au test fonctionnel d'applications non GXP (support au développement des plans de tests, exécution des plans de tests, préparation de jeux de données, mise en place de bonnes pratiques et documentation associée, fédérer et guider l'équipe junior sur les activités de test)
- Apporter votre aide au responsable du projet pour coordonner une équipe de data stewards juniors
- Agir par délégation du client en tant que data steward senior auprès des partenaires Data
Vous contribuerez également au développement et à la croissance de l'équipe : activités de prévente, notamment les réponses aux appels d'offres, partage d'expérience et de connaissances, recrutement et gestion de nouveaux membres d'équipe et communication interne et externe.
Vous développerez vos compétences grâce à la formidable Cognizant Academy.
Profil recherché
- Vous disposez d'une double compétence Life Sciences et Data.
- Vous possédez un Master ou une Licence en Biochimie, Biologie ou Bio Statistiques, qui vous permet de comprendre les concepts biomédicaux ou biochimiques représentés par les données et d'avoir une communication sans barrière avec les experts métier et les data scientists du client
- Vous possédez également une bonne culture de la data, vous êtes un utilisateur expert d'Excel et savez manipuler les fichiers de grande taille (csv par exemple). Vous êtes familier avec les formats utilisés pour les études précliniques et les données biologiques. Vous connaissez les dimensions clés et les bonnes pratiques de la Data Quality. Vous avez une bonne expérience en test d'applications.
- Expérience en PYTHON (Formating de données), SPOTFIRE (visualisation de données), BIG QUERY.
- Vous avez une expérience de 4 ans minimum dans un rôle similaire où vous avez manipulé des données de santé.
- Haute qualité de communication écrite et orale ; capacité d'écoute, d'analyse et rigueur ; travail en équipe ; orientation résultat et proactivité ; expérience d'encadrement d'équipe et ou coordination d'activités ; sens du client ; créativité et innovation.
- Anglais et français courants.
- Statut du poste : Temps plein Paris la Défenses et Paris Saclay. Télé-travail partiel possible","Salaire brut : Annuel de 55000.0 Euros à 60000.0 Euros sur 12.0 mois
Participation/action
Chèque repas","5 An(s)","COGNIZANT TECHNOLOGY SOLUTIONS FRANCE"
"Data analyst Senior (H/F)","CDI

Contrat travail","Nous recherchons pour l'un de nos clients un Data Analyst Senior !

Il s'agit d'une ESN dynamique et innovante, spécialisée dans l'expertise data et le développement durable . Composée actuellement de 15 personnes, cette entreprise mise sur la transparence, la responsabilité, et le développement de ses collaborateurs. Vous cherchez une aventure à taille humaine où vos compétences en analyse de données peuvent véritablement faire la différence ? Vous êtes au bon endroit ! 


Type de contrat : CDI
Démarrage : ASAP


Votre mission
En tant que Data Analyst Senior, vos principales missions seront :

- Analyser des problématiques métiers et en synthétiser les enjeux 
- Manipuler, exploiter et interpréter les données pour en dégager des insights business pertinents 
- Créer des dashboards et des rapports pour faciliter la prise de décision 
- Mettre en place des KPIs de performance pour offrir une vision claire des résultats aux équipes métiers 
- Devenir le référent technique sur l'outil de reporting Power BI  (très bonne maîtrise exigée !)
- Contribuer au développement de la start-up avec vos idées novatrices (architecture, organisation, événements, veille, etc.) 

Vos responsabilités
- Maîtrise du SQL et de l'outil de reporting Power BI 
- Compétences analytiques et statistiques solides
- Connaissance des environnements cloud et big data (Microsoft Azure notamment)
- Expérience avec un ou plusieurs outils d'analyse de données (SAS, R, etc.)
- La connaissance de Python et d'autres outils de reporting (Google Data Studio, Quicksight, Qliksense.) est un plus 
- La maîtrise de l'anglais est un plus

Expérience professionnelle d'au moins 4 ans dans des missions similaires

Profil recherché:
Passionné.e par la data et curieux de l'ensemble des thématiques data, vous justifiez d'une expérience solide sur des missions similaires. Vous avez un intérêt certain pour l'éco-conception, l'écologie et l'environnement et êtes force de proposition dans la conception et l'utilisation des solutions data. Votre esprit d'équipe vous distingue, tout comme votre grande conscience professionnelle 

Votre réactivité et votre capacité à vous adapter seront des qualités déterminantes pour ce poste.

Pourquoi nous rejoindre ?
Travailler pour notre client à Tourcoing, c'est intégrer une entreprise à taille humaine où vous pourrez réellement vous épanouir et contribuer à des projets passionnants et innovants. Si ce défi vous intéresse, nous avons hâte de vous rencontrer ! 

Postulez dès maintenant et rejoignez l'aventure ! 

Will, ouvert à tous ceux qui aiment le travail bien fait.","Salaire brut : Selon le profil","4 Mois","WE WILL"
"Consultant développeur DATA (H/F)","CDI

Contrat travail","Fastcube recherche des collaborateurs animés par une envie d'explorer, de contribuer, d'entreprendre, et accorde une grande importance à l'adhésion à ses valeurs : satisfaction du client, dépassement de soi, partage et entraide.  
Pour soutenir son développement et sa croissance, Fastcube cherche à renforcer son équipe en France et recrute un.e Consultant.DATA developpeur.  IL Y A 3 POSTES A POURVOIR

Principales responsabilités : encadré par un chef de projet expérimenté, vous travaillerez sur les différentes phases de projets et vous contribuerez aux tâches suivantes : 

Compréhension des flux métiers et des besoins transverses du client 
Organisation, préparation et animation des ateliers de conception de la solution avec le client, démonstrations, établissement dossier de conception 
Aide à l'expression des besoins, recueil et analyse 
Traduction des processus métiers du client en vue de l'implémentation (cartographie, flux, processus,  ) 
Rédaction des spécifications fonctionnelles et du cahier de charges et validation par le client 
Etablissement des plans de tests, tests et validation de la solution avant livraison au client  
Contrôle et pilotage de l'intégration 
Rédaction du cahier de recette, contrôle et/ou accompagnement des recettes utilisateur 
Animation de formations auprès des utilisateurs
anglais bilingue demandé","Salaire brut : A partir de 42,000 euros bruts","3 An(s)","FASTCUBE"
"Ingénieur Développeur Applications et Big Data (H/F)","CDI

Contrat travail","Développement d'applications :

Concevoir et développer des applications adaptées au traitement et à l'analyse de grandes quantités de données.
Collaborer avec les équipes produit pour traduire les besoins métier en fonctionnalités techniques.
Assurer l'intégration et l'interopérabilité des applications avec d'autres systèmes d'information.
Big Data :

Concevoir et maintenir des architectures de données distribuées (Hadoop, Spark, Kafka).
Élaborer des pipelines ETL (Extract, Transform, Load) pour collecter, traiter et charger des données massives.
Optimiser les performances des systèmes de traitement des données.
Mettre en œuvre des solutions de stockage et de visualisation de données.
Collaboration et innovation :

Travailler en étroite collaboration avec les équipes métier, data science et IT.
Identifier et résoudre les problèmes liés aux données ou aux infrastructures applicatives.
Participer à des projets R&D pour intégrer de nouvelles technologies ou outils.
Compétences techniques requises :
Maîtrise des langages de programmation (Python, Java, Scala, SQL).
Expérience avec les bases de données NoSQL (Cassandra, MongoDB) et les systèmes de stockage de données distribués.
Connaissance des outils de cloud computing (AWS, Azure, Google Cloud).
Compétences en visualisation de données (Tableau, Power BI, ou outils personnalisés).
Qualifications et expérience :
Diplôme d'ingénieur ou équivalent en informatique, génie logiciel, ou mathématiques appliquées.
Expérience confirmée (3 ans ou plus) en développement et gestion de projets Big Data.
Bonne capacité d'analyse et compréhension des problématiques de gestion de données volumineuses.","Salaire brut : Annuel de 30000.0 Euros à 35000.0 Euros sur 12.0 mois
Pc portable
Chèque repas","Débutant accepté","ITRANSFORM"
